ar_url,en_url,type,source_path,target_path,status
/تقليل-المصاريف-الشهرية/,/en/reduce-monthly-expenses-guide/,folder,تقليل-المصاريف-الشهرية/index.html,en/reduce-monthly-expenses-guide/index.html,PENDING_TRANSLATION
/تنزيل-تطبيق-إدارة-المصاريف/,/en/download-expense-management-app/,folder,تنزيل-تطبيق-إدارة-المصاريف/index.html,en/download-expense-management-app/index.html,PENDING_TRANSLATION
/تنظيم-المصاريف-بدون-تطبيق/,/en/organize-expenses-بدون-تطبيق/,folder,تنظيم-المصاريف-بدون-تطبيق/index.html,en/organize-expenses-بدون-تطبيق/index.html,PENDING_TRANSLATION
/تنظيم-المصاريف-في-السعودية/,/en/organize-expenses-في-السعودية/,folder,تنظيم-المصاريف-في-السعودية/index.html,en/organize-expenses-في-السعودية/index.html,PENDING_TRANSLATION
/تنظيم-المصاريف-في-مصر-والمغرب/,/en/organize-expenses-في-مصر-والمغرب/,folder,تنظيم-المصاريف-في-مصر-والمغرب/index.html,en/organize-expenses-في-مصر-والمغرب/index.html,PENDING_TRANSLATION
/تنظيم-المصاريف-للمبتدئين/,/en/organize-expenses-للمبتدئين/,folder,تنظيم-المصاريف-للمبتدئين/index.html,en/organize-expenses-للمبتدئين/index.html,PENDING_TRANSLATION
/تنظيم-المصاريف/,/en/organize-expenses/,folder,تنظيم-المصاريف/index.html,en/organize-expenses/index.html,PENDING_TRANSLATION
/تنظيم-الميزانية-في-المغرب/,/en/budget-planning-morocco/,folder,تنظيم-الميزانية-في-المغرب/index.html,en/budget-planning-morocco/index.html,PENDING_TRANSLATION
/تنظيم-مصاريف-الاسرة/,/en/organize-family-expenses/,folder,تنظيم-مصاريف-الاسرة/index.html,en/organize-family-expenses/index.html,PENDING_TRANSLATION
/حساب-المصاريف-الشهرية/,/en/calculate-monthly-expenses/,folder,حساب-المصاريف-الشهرية/index.html,en/calculate-monthly-expenses/index.html,PENDING_TRANSLATION
/حول-الخبير/,/en/about-the-expert/,folder,حول-الخبير/index.html,en/about-the-expert/index.html,PENDING_TRANSLATION
/خريطة-إدارة-المصاريف/,/en/expense-management-roadmap/,folder,خريطة-إدارة-المصاريف/index.html,en/expense-management-roadmap/index.html,PENDING_TRANSLATION
/خريطة-المعرفة-المالية/,/en/financial-knowledge-map/,folder,خريطة-المعرفة-المالية/index.html,en/financial-knowledge-map/index.html,PENDING_TRANSLATION
/خطة-30-يوم-لضبط-المصاريف/,/en/30-day-expense-control-plan/,folder,خطة-30-يوم-لضبط-المصاريف/index.html,en/30-day-expense-control-plan/index.html,PENDING_TRANSLATION
/خطة-تطوير-محترف-المصاريف/,/en/expense-manager-development-plan/,folder,خطة-تطوير-محترف-المصاريف/index.html,en/expense-manager-development-plan/index.html,PENDING_TRANSLATION
/دليل-إدارة-المصاريف-والميزانية/,/en/expense-and-budget-management-guide/,folder,دليل-إدارة-المصاريف-والميزانية/index.html,en/expense-and-budget-management-guide/index.html,PENDING_TRANSLATION
/دليل-المصاريف-والميزانية/,/en/expenses-and-budget-guide/,folder,دليل-المصاريف-والميزانية/index.html,en/expenses-and-budget-guide/index.html,PENDING_TRANSLATION
/سجل-تحديثات-محترف-المصاريف/,/en/expense-manager-changelog/,folder,سجل-تحديثات-محترف-المصاريف/index.html,en/expense-manager-changelog/index.html,PENDING_TRANSLATION
/لماذا-تفشل-تطبيقات-تتبع-المصاريف/,/en/why-expense-tracking-apps-fail/,folder,لماذا-تفشل-تطبيقات-تتبع-المصاريف/index.html,en/why-expense-tracking-apps-fail/index.html,PENDING_TRANSLATION
/لماذا-محترف-المصاريف-مختلف/,/en/why-expense-manager-different/,folder,لماذا-محترف-المصاريف-مختلف/index.html,en/why-expense-manager-different/index.html,PENDING_TRANSLATION
/لماذا-هذا-الموقع-موثوق/,/en/why-this-site-trusted/,folder,لماذا-هذا-الموقع-موثوق/index.html,en/why-this-site-trusted/index.html,PENDING_TRANSLATION
/مصاريف-في-مصر/,/en/egypt-living-expense-plan/,folder,مصاريف-في-مصر/index.html,en/egypt-living-expense-plan/index.html,PENDING_TRANSLATION
/مصروفات-شهرية-في-مصر/,/en/monthly-expenses-in-egypt/,folder,مصروفات-شهرية-في-مصر/index.html,en/monthly-expenses-in-egypt/index.html,PENDING_TRANSLATION
/مصطلحات-إدارة-الأموال/,/en/money-management-terms/,folder,مصطلحات-إدارة-الأموال/index.html,en/money-management-terms/index.html,PENDING_TRANSLATION
/مقارنة-أفضل-تطبيقات-إدارة-المصاريف-العربية/,/en/best-arabic-expense-apps-comparison/,folder,مقارنة-أفضل-تطبيقات-إدارة-المصاريف-العربية/index.html,en/best-arabic-expense-apps-comparison/index.html,PENDING_TRANSLATION
/من-هو-فؤاد-شاويش/,/en/who-is-fouad-shawish/,folder,من-هو-فؤاد-شاويش/index.html,en/who-is-fouad-shawish/index.html,PENDING_TRANSLATION
/من-هو-محترف-المصاريف/,/en/who-is-expense-manager/,folder,من-هو-محترف-المصاريف/index.html,en/who-is-expense-manager/index.html,PENDING_TRANSLATION
/منهج-إدارة-المصاريف/,/en/expense-management-methodology/,folder,منهج-إدارة-المصاريف/index.html,en/expense-management-methodology/index.html,PENDING_TRANSLATION
/منهج-محترف-المصاريف/,/en/expense-manager-methodology/,folder,منهج-محترف-المصاريف/index.html,en/expense-manager-methodology/index.html,PENDING_TRANSLATION
/نتائج-حقيقية-من-تنظيم-المصاريف/,/en/real-results-organizing-expenses/,folder,نتائج-حقيقية-من-تنظيم-المصاريف/index.html,en/real-results-organizing-expenses/index.html,PENDING_TRANSLATION
/نظام-إدارة-مالية-شخصية-كامل/,/en/complete-personal-finance-system/,folder,نظام-إدارة-مالية-شخصية-كامل/index.html,en/complete-personal-finance-system/index.html,PENDING_TRANSLATION
/هل-أحتاج-تطبيق-لإدارة-المصاريف/,/en/do-i-need-expense-app/,folder,هل-أحتاج-تطبيق-لإدارة-المصاريف/index.html,en/do-i-need-expense-app/index.html,PENDING_TRANSLATION
